id,Credit_Score,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,Age,NumberExistingCredits,NumberPeopleMaintenance,Telephone,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical
718,Good,15,1829,4,4,46,2,1,0,1,0,0,0,0,0,0,1
719,Good,12,2171,4,4,38,2,1,1,0,1,0,0,0,0,0,1
720,Good,36,5800,3,4,34,2,1,0,1,0,1,0,0,0,0,1
721,Good,36,8947,3,2,31,1,2,0,1,0,0,0,0,0,1,0
722,Good,21,2606,4,4,28,1,1,0,1,1,0,0,0,1,0,0
723,Good,12,1592,3,2,35,1,1,1,0,0,0,0,0,0,0,1
724,Good,15,2186,1,4,33,1,1,1,1,0,0,0,0,1,0,0
725,Bad,18,4153,2,3,42,1,1,1,1,1,0,0,0,1,0,0
726,Bad,16,2625,2,4,43,1,1,0,1,1,0,0,0,0,0,1
727,Good,20,3485,2,4,44,2,1,0,1,0,0,0,0,0,0,1
728,Good,36,10477,2,4,42,2,1,1,1,0,0,0,0,0,0,1
729,Good,12,1107,2,2,20,1,2,0,1,1,0,0,0,1,0,0
730,Good,21,3763,2,2,24,1,1,1,0,1,0,0,0,1,0,0
731,Good,15,3594,1,2,46,2,1,1,1,0,0,0,0,0,1,0
732,Good,9,3195,1,2,33,1,1,1,1,0,1,0,0,1,0,0
733,Bad,24,4736,2,4,25,1,1,1,1,0,1,0,0,0,0,1
734,Good,30,2991,2,4,25,1,1,1,1,0,1,0,0,1,0,0
735,Good,11,2142,1,2,28,1,1,0,1,0,0,0,0,1,0,0
736,Bad,24,3161,4,2,31,1,1,0,1,1,0,0,1,0,0,0
737,Good,10,2848,1,2,32,1,2,1,1,0,0,0,0,1,0,0
738,Bad,6,14896,1,4,68,1,1,0,1,1,0,0,0,1,0,0
739,Bad,24,2359,1,1,33,1,1,1,1,1,0,0,0,1,0,0
740,Good,48,12749,4,1,37,1,1,0,1,0,0,0,0,0,1,0
741,Bad,9,1366,3,4,22,1,1,1,1,1,0,0,0,1,0,0
742,Bad,24,6872,2,1,55,1,1,0,1,1,0,0,1,0,0,0
743,Bad,12,697,4,2,46,2,1,0,1,1,0,0,1,0,0,0
744,Good,18,1049,4,4,21,1,1,1,1,1,0,0,0,0,0,1
745,Bad,48,10297,4,4,39,3,2,0,1,1,0,0,0,1,0,0
746,Good,30,1867,4,4,58,1,1,0,1,0,0,0,0,1,0,0
747,Good,12,1344,4,2,43,2,2,1,1,1,0,0,0,0,1,0
748,Good,9,1224,3,1,30,2,1,1,1,0,0,0,0,0,0,1
749,Good,12,522,4,4,42,2,2,0,1,0,0,0,0,0,0,1
750,Good,12,1498,4,1,23,1,1,1,1,1,0,0,0,1,0,0
751,Bad,30,1919,4,3,30,2,1,1,1,0,1,0,0,0,1,0
752,Bad,9,745,3,2,28,1,1,1,1,0,0,1,0,1,0,0
753,Good,6,2063,4,3,30,1,1,0,1,0,1,0,0,1,0,0
754,Bad,60,6288,4,4,42,1,1,1,1,0,1,0,0,1,0,0
755,Good,24,6842,2,4,46,2,2,0,1,0,0,0,0,0,0,1
756,Good,12,3527,2,3,45,1,2,0,1,0,0,0,0,1,0,0
757,Good,10,1546,3,2,31,1,2,1,0,0,0,0,0,1,0,0
758,Good,24,929,4,2,31,1,1,0,1,0,0,0,0,1,0,0
759,Good,4,1455,2,1,42,3,2,1,1,0,0,0,0,0,0,1
760,Good,15,1845,4,1,46,1,1,1,1,1,0,0,0,1,0,0
761,Good,48,8358,1,1,30,2,1,1,1,0,1,0,0,0,0,0
762,Bad,24,3349,4,4,30,1,2,0,1,1,0,0,1,0,0,0
763,Good,12,2859,4,4,38,1,1,0,1,0,0,0,0,1,0,0
764,Bad,18,1533,4,1,43,1,2,1,1,0,0,0,0,1,0,0
765,Good,18,3590,3,3,40,3,2,0,1,0,1,0,0,0,0,1
766,Bad,36,2145,2,1,24,2,1,0,1,1,0,0,0,0,1,0
767,Bad,24,4113,3,4,28,1,1,1,1,0,1,0,0,1,0,0
768,Bad,36,10974,4,2,26,2,1,0,1,0,0,0,0,1,0,0
769,Good,12,1893,4,4,29,1,1,0,1,1,0,0,0,1,0,0
770,Good,24,1231,4,4,57,2,1,0,1,1,0,0,0,0,0,1
771,Good,30,3656,4,4,49,2,1,1,1,0,0,1,0,0,0,1
772,Good,9,1154,2,4,37,3,1,1,1,0,1,0,0,0,0,1
773,Good,24,3069,4,4,30,1,1,1,1,0,1,0,0,1,0,0
774,Good,6,1740,2,2,30,2,1,1,1,0,0,0,0,0,0,1
775,Good,21,2353,1,4,47,2,1,1,1,0,1,0,0,0,1,0
776,Good,15,3556,3,2,29,1,1,1,1,0,0,0,0,1,0,0
777,Bad,24,2397,3,2,35,2,1,0,1,0,0,0,0,1,0,0
778,Good,30,1715,4,1,26,1,1,1,1,0,1,0,0,1,0,0
779,Good,42,7166,2,4,29,1,1,0,1,0,0,0,0,1,0,0
780,Good,11,3939,1,2,40,2,2,1,1,1,0,0,0,0,0,1
781,Good,15,1514,4,2,22,1,1,1,1,0,1,0,0,1,0,0
782,Good,24,7393,1,4,43,1,2,1,1,0,0,0,0,1,0,0
783,Bad,24,1193,1,4,29,2,1,1,1,1,0,0,1,0,0,0
784,Bad,60,7297,4,4,36,1,1,1,1,1,0,0,0,1,0,0
785,Good,30,2831,4,2,33,1,1,0,1,0,0,0,0,0,0,1
786,Good,24,1258,3,3,57,1,1,1,1,0,0,1,0,1,0,0
787,Good,6,753,2,3,64,1,1,1,1,0,1,0,0,1,0,0
788,Good,18,2427,4,2,42,2,1,1,1,0,1,0,0,0,1,0
789,Bad,24,2538,4,4,47,2,2,1,1,0,0,0,0,0,1,0
790,Bad,15,1264,2,2,25,1,1,1,1,0,1,0,1,0,0,0
791,Bad,30,8386,2,2,49,1,1,1,1,0,1,0,0,0,0,1
792,Bad,48,4844,3,2,33,1,1,0,1,0,0,0,0,1,0,0
793,Good,21,2923,1,1,28,1,1,0,1,0,0,1,0,1,0,0
794,Bad,36,8229,2,2,26,1,2,1,1,1,0,0,0,1,0,0
795,Good,24,2028,2,2,30,2,1,1,1,0,0,0,0,0,0,1
796,Good,15,1433,4,3,25,2,1,1,1,1,0,0,0,0,0,1
797,Good,24,1743,4,2,48,2,1,1,1,0,1,0,0,0,0,1
798,Good,12,3565,2,1,37,2,2,1,1,0,0,0,0,0,0,1
799,Good,15,1569,4,4,34,1,2,1,1,0,0,0,1,0,0,0
800,Good,18,1936,2,4,23,2,1,1,1,1,0,0,0,1,0,0
801,Good,36,3959,4,3,30,1,1,0,1,1,0,0,0,1,0,0
802,Good,12,2390,4,3,50,1,1,0,1,0,0,0,0,1,0,0
803,Good,12,1736,3,4,31,1,1,1,1,0,0,0,0,1,0,0
804,Good,30,3857,4,4,40,1,1,0,1,1,0,0,0,1,0,0
805,Good,12,804,4,4,38,1,1,1,1,0,0,0,0,1,0,0
806,Bad,45,1845,4,4,23,1,1,0,1,1,0,0,0,1,0,0
807,Good,45,4576,3,4,27,1,1,1,1,0,1,0,0,0,0,1
808,Good,6,1169,4,4,67,2,1,0,1,1,0,0,0,0,0,1
809,Bad,48,5951,2,2,22,1,1,1,1,0,1,0,0,1,0,0
810,Good,12,2096,2,3,49,1,2,1,1,0,0,0,0,0,0,1
811,Good,36,9055,2,4,35,1,2,0,1,0,0,0,0,1,0,0
812,Good,24,2835,3,4,53,1,1,1,1,0,0,0,0,1,0,0
813,Good,12,3059,2,4,61,1,1,1,1,0,0,0,0,1,0,0
814,Bad,30,5234,4,2,28,2,1,1,1,0,1,0,0,0,0,1
815,Bad,48,4308,3,4,24,1,1,1,1,1,0,0,0,1,0,0
816,Good,12,1567,1,1,22,1,1,0,1,0,1,0,0,1,0,0
817,Bad,24,1199,4,4,60,2,1,1,1,1,0,0,0,0,0,1
818,Good,15,1403,2,4,28,1,1,1,1,1,0,0,0,1,0,0
819,Good,24,2424,4,4,53,2,1,1,1,0,0,0,0,0,0,1
820,Good,30,8072,2,3,25,3,1,1,1,1,0,0,0,0,0,0
821,Bad,24,12579,4,2,44,1,1,0,1,0,1,0,0,1,0,0
822,Good,6,2647,2,3,44,1,2,1,1,1,0,0,0,1,0,0
823,Good,10,2241,1,3,48,2,2,1,0,1,0,0,0,0,0,1
824,Good,10,2069,2,1,26,2,1,1,0,0,0,0,0,0,0,1
825,Good,6,1374,1,2,36,1,1,0,1,1,0,0,0,1,0,0
826,Good,6,426,4,4,39,1,1,1,1,0,0,0,0,0,0,0
827,Good,12,409,3,3,42,2,1,1,1,0,0,1,1,0,0,0
828,Good,7,2415,3,2,34,1,1,1,1,0,1,0,0,1,0,0
829,Bad,60,6836,3,4,63,2,1,0,1,1,0,0,0,0,1,0
830,Good,18,5866,2,2,30,2,1,0,1,0,1,0,0,1,0,0
831,Good,12,1264,4,4,57,1,1,1,1,0,0,0,0,0,0,1
832,Good,12,1474,4,1,33,1,1,0,1,0,0,1,0,1,0,0
833,Bad,45,4746,4,2,25,2,1,1,1,0,1,0,0,0,0,1
834,Good,48,6110,1,3,31,1,1,0,1,0,0,0,0,0,0,1
835,Bad,18,2100,4,2,37,1,1,1,1,0,0,1,0,1,0,0
836,Good,10,1225,2,2,37,1,1,0,1,0,0,1,0,1,0,0
837,Good,9,458,4,3,24,1,1,1,1,0,1,0,0,1,0,0
838,Good,30,2333,4,2,30,1,1,1,1,0,0,0,0,1,0,0
839,Good,12,1158,3,1,26,1,1,0,1,0,1,0,0,1,0,0
840,Good,18,6204,2,4,44,1,2,0,1,0,1,0,0,0,1,0
841,Good,30,6187,1,4,24,2,1,1,1,1,0,0,0,0,0,1
842,Bad,48,6143,4,4,58,2,1,1,1,1,0,0,0,0,0,1
843,Good,11,1393,4,4,35,2,1,1,1,0,0,0,0,0,0,1
844,Good,36,2299,4,4,39,1,1,1,1,0,0,0,0,1,0,0
845,Good,6,1352,1,2,23,1,1,0,1,1,0,0,0,1,0,0
846,Good,11,7228,1,4,39,2,1,1,1,0,0,0,0,0,0,1
847,Good,24,2333,4,2,29,1,1,1,1,0,1,0,0,0,1,0
848,Good,27,5965,1,2,30,2,1,0,1,0,1,0,0,0,1,0
849,Good,12,1262,3,2,25,1,1,1,1,0,0,0,0,1,0,0
850,Good,18,3378,2,1,31,1,1,0,1,0,0,0,0,1,0,0
851,Bad,36,2225,4,4,57,2,1,0,1,0,1,0,0,0,1,0
852,Good,6,783,1,2,26,1,2,1,1,0,0,0,1,0,0,0
853,Bad,12,6468,2,1,52,1,1,0,1,0,1,0,0,1,0,0
854,Good,36,9566,2,2,31,2,1,1,1,0,0,0,0,0,0,1
855,Bad,36,6229,4,4,23,2,1,0,1,1,0,0,0,0,0,1
856,Good,9,1391,2,1,27,1,1,0,1,0,1,0,0,1,0,0
857,Good,15,1537,4,4,50,2,1,0,1,0,1,0,0,0,0,1
858,Bad,36,1953,4,4,61,1,1,0,1,0,1,0,0,0,0,0
859,Bad,48,14421,2,2,25,1,1,0,1,0,1,0,0,0,0,0
860,Good,27,5190,4,4,48,4,2,0,1,0,0,0,0,1,0,0
861,Bad,36,1819,4,4,37,1,1,0,1,0,0,0,0,1,0,0
862,Good,36,2394,4,4,25,1,1,1,1,0,0,0,0,1,0,0
863,Good,36,8133,1,2,30,1,1,1,1,0,0,0,0,1,0,0
864,Good,7,730,4,2,46,2,1,0,1,0,0,0,0,0,0,1
865,Good,8,1164,3,4,51,2,2,0,1,1,0,0,0,0,0,1
866,Good,42,5954,2,1,41,2,1,1,1,0,1,0,0,0,0,1
867,Bad,36,1977,4,4,40,1,1,0,1,1,0,0,0,1,0,0
868,Good,12,1526,4,4,66,2,1,1,1,1,0,0,0,0,0,1
869,Bad,42,3965,4,3,34,1,1,1,1,1,0,0,0,1,0,0
870,Good,11,4771,2,4,51,1,1,1,1,0,1,0,0,0,1,0
871,Good,54,9436,2,2,39,1,2,1,1,0,0,0,0,0,0,0
872,Good,30,3832,2,1,22,1,1,1,1,0,1,0,0,1,0,0
873,Bad,24,5943,1,1,44,2,1,0,1,0,0,0,0,1,0,0
874,Good,15,1213,4,3,47,1,1,0,1,0,0,0,0,1,0,0
875,Good,18,1568,3,4,24,1,1,1,1,0,0,0,0,1,0,0
876,Good,24,1755,4,4,58,1,1,0,1,1,0,0,0,1,0,0
877,Good,10,2315,3,4,52,1,1,1,1,1,0,0,0,1,0,0
878,Good,12,1412,4,2,29,2,1,0,1,0,0,0,0,0,0,1
879,Bad,12,1108,4,3,28,2,1,1,1,1,0,0,0,0,0,0
880,Good,12,618,4,4,56,1,1,1,1,0,0,0,0,0,0,1
881,Good,12,1409,4,3,54,1,1,1,1,1,0,0,0,0,0,1
882,Bad,12,797,4,3,33,1,2,1,1,0,0,0,0,0,0,1
883,Good,24,3617,4,4,20,2,1,1,1,0,0,1,0,0,0,1
884,Good,12,1318,4,4,54,1,1,0,1,0,1,0,0,1,0,0
885,Bad,54,15945,3,4,58,1,1,0,1,0,1,0,0,0,0,0
886,Good,12,2012,4,2,61,1,1,1,1,0,0,0,0,0,0,1
887,Good,18,2622,4,4,34,1,1,1,1,0,1,0,0,1,0,0
888,Good,36,2337,4,4,36,1,1,1,1,0,1,0,0,0,0,1
889,Good,20,7057,3,4,36,2,2,0,1,0,1,0,0,0,1,0
890,Good,24,1469,4,4,41,1,1,1,1,0,0,0,0,1,0,0
891,Good,36,2323,4,4,24,1,1,1,1,0,1,0,0,1,0,0
892,Good,6,932,3,2,24,1,1,1,1,0,0,0,0,0,1,0
893,Good,12,2445,2,4,26,1,1,0,1,0,0,0,0,1,0,0
894,Good,12,6078,2,2,32,1,1,1,1,0,1,0,0,1,0,0
895,Good,24,7721,1,2,30,1,1,0,0,1,0,0,0,1,0,0
896,Good,14,1410,1,2,35,1,1,0,1,0,1,0,0,1,0,0
897,Good,15,392,4,4,23,1,1,0,1,0,0,1,0,1,0,0
898,Good,18,6260,3,3,28,1,1,1,1,0,1,0,0,1,0,0
899,Good,12,1680,3,1,35,1,1,1,1,1,0,0,0,1,0,0
900,Good,48,3578,4,1,47,1,1,0,1,0,0,0,0,0,0,1
901,Bad,42,7174,4,3,30,1,1,0,1,1,0,0,0,1,0,0
902,Bad,33,4281,1,4,23,2,1,1,1,1,0,0,0,0,0,1
903,Good,12,2366,3,3,36,1,1,0,1,0,1,0,0,0,0,1
904,Bad,21,1835,3,2,25,2,1,0,1,1,0,0,0,1,0,0
905,Good,24,3868,4,2,41,2,1,0,1,0,0,0,0,0,0,1
906,Good,12,1768,3,2,24,1,1,1,1,0,0,0,0,1,0,0
907,Good,10,781,4,4,63,2,1,0,1,0,0,1,0,0,0,1
908,Bad,18,1924,4,3,27,1,1,1,1,0,1,0,0,1,0,0
909,Good,12,701,4,2,40,1,1,1,1,1,0,0,0,1,0,0
910,Bad,12,639,4,2,30,1,1,1,1,0,1,0,0,1,0,0
911,Good,12,1860,4,2,34,2,1,0,1,0,1,0,0,0,0,1
912,Bad,12,3499,3,2,29,2,1,1,1,1,0,0,0,0,0,1
913,Good,48,8487,1,2,24,1,1,1,1,0,1,0,0,1,0,0
914,Good,15,2708,2,3,27,2,1,1,1,0,0,0,0,1,0,0
915,Good,18,1984,4,4,47,2,1,1,1,0,0,0,0,1,0,0
916,Good,60,10144,2,4,21,1,1,0,1,0,0,0,0,1,0,0
917,Good,12,1240,4,2,38,2,1,0,1,0,0,0,0,0,0,1
918,Bad,12,766,4,3,66,1,1,1,1,0,1,0,0,1,0,0
919,Good,12,1881,2,2,44,1,1,0,1,0,0,1,0,1,0,0
920,Good,6,709,2,2,27,1,1,1,0,0,0,1,0,1,0,0
921,Good,36,4795,4,1,30,1,1,0,1,0,1,0,0,1,0,0
922,Good,27,3416,3,2,27,1,1,1,1,1,0,0,0,1,0,0
923,Bad,18,2462,2,2,22,1,1,1,1,1,0,0,0,1,0,0
924,Good,48,3566,4,2,30,1,1,1,1,0,1,0,1,0,0,0
925,Good,6,860,1,4,39,2,1,0,1,1,0,0,0,0,0,1
926,Good,12,682,4,3,51,2,1,0,1,0,0,0,0,0,0,1
927,Good,36,5371,3,2,28,2,1,1,1,1,0,0,0,0,0,1
928,Good,18,1582,4,4,46,2,1,1,1,0,0,0,0,0,0,1
929,Good,6,1346,2,4,42,1,2,0,1,0,0,0,0,1,0,0
930,Good,10,1924,1,4,38,1,1,0,0,0,0,0,0,1,0,0
931,Good,36,5848,4,1,24,1,1,1,1,0,0,1,0,1,0,0
932,Bad,12,1282,2,4,20,1,1,1,1,1,0,0,0,1,0,0
933,Good,9,1288,3,4,48,2,2,1,0,1,0,0,0,0,0,1
934,Good,24,3512,2,3,38,2,1,0,1,0,1,0,0,1,0,0
935,Good,6,1898,1,2,34,2,2,1,1,0,0,0,0,0,0,1
936,Good,18,1055,4,1,30,2,1,1,1,0,0,0,0,0,0,1
937,Good,15,1262,4,3,36,2,1,0,1,0,0,0,0,1,0,0
938,Good,10,7308,2,4,70,1,1,0,1,0,1,0,0,1,0,0
939,Good,36,909,4,4,36,1,1,1,1,0,0,0,0,1,0,0
940,Bad,18,1131,4,2,33,1,1,1,1,1,0,0,0,1,0,0
941,Good,11,1577,4,1,20,1,1,1,1,0,1,0,0,1,0,0
942,Good,24,3972,2,4,25,1,1,0,1,0,0,0,0,1,0,0
943,Good,12,763,4,1,26,1,1,0,1,0,0,0,0,1,0,0
944,Bad,24,2064,3,2,34,1,1,0,1,0,1,0,0,0,1,0
945,Bad,21,3414,2,1,26,2,1,1,1,1,0,0,0,0,1,0
946,Bad,30,7485,4,1,53,1,1,0,1,0,0,0,1,0,0,0
947,Good,12,2577,2,1,42,1,1,1,1,1,0,0,0,1,0,0
948,Good,6,338,4,4,52,2,1,1,1,1,0,0,0,0,0,1
949,Good,12,1963,4,2,31,2,2,0,1,0,0,0,0,1,0,0
950,Good,21,571,4,4,65,2,1,1,1,1,0,0,0,0,0,1
951,Bad,21,1647,4,2,40,2,2,1,1,1,0,0,1,0,0,0
952,Good,24,3777,4,4,50,1,1,0,1,0,0,0,0,0,0,1
953,Bad,18,884,4,4,36,1,2,0,1,0,1,0,0,0,0,1
954,Good,15,1360,4,2,31,2,1,1,1,0,0,0,0,0,0,1
955,Bad,9,5129,2,4,74,1,2,0,1,0,1,0,1,0,0,0
956,Good,16,1175,2,3,68,3,1,0,1,0,1,0,0,0,0,1
957,Bad,12,674,4,1,20,1,1,1,1,1,0,0,0,1,0,0
958,Good,18,3244,1,4,33,2,1,0,1,0,1,0,0,0,0,0
959,Bad,24,4591,2,3,54,3,1,0,1,0,0,0,0,1,0,0
960,Bad,48,3844,4,4,34,1,2,1,1,0,1,0,0,0,0,0
961,Bad,27,3915,4,2,36,1,2,0,1,0,1,0,0,1,0,0
962,Good,6,2108,2,2,29,1,1,1,1,0,0,0,0,1,0,0
963,Bad,45,3031,4,4,21,1,1,1,1,0,1,0,0,1,0,0
964,Bad,9,1501,2,3,34,2,1,0,1,0,1,0,0,0,0,1
965,Good,6,1382,1,1,28,2,1,0,1,0,0,0,0,0,0,1
966,Bad,12,951,4,4,27,4,1,1,1,0,1,0,0,1,0,0
967,Good,24,2760,4,4,36,1,1,0,1,0,1,0,0,1,0,0
968,Good,9,936,4,2,52,2,1,0,1,0,0,0,0,0,0,1
969,Good,12,1168,4,3,27,1,1,1,1,1,0,0,0,1,0,0
970,Good,27,5117,3,4,26,2,1,1,1,0,0,0,0,0,1,0
971,Bad,12,902,4,4,21,1,1,1,1,1,0,0,0,1,0,0
972,Good,12,1495,4,1,38,2,2,1,1,0,0,0,0,0,0,1
973,Good,30,10623,3,4,38,3,2,0,1,1,0,0,0,0,0,1
974,Good,12,1935,4,4,43,3,1,0,1,0,0,0,0,0,0,1
975,Good,12,1424,4,3,26,1,1,1,1,0,1,0,0,0,0,1
976,Good,12,1413,3,2,55,1,1,1,0,0,0,0,0,1,0,0
977,Good,9,3074,1,2,33,2,2,1,1,0,0,0,0,0,0,1
978,Good,36,3835,2,4,45,1,1,0,1,0,0,0,0,1,0,0
979,Bad,27,5293,2,4,50,2,1,0,1,1,0,0,0,0,0,0
980,Bad,30,1908,4,4,66,1,1,0,1,0,0,1,0,0,1,0
981,Good,6,932,1,3,39,2,1,1,1,0,1,0,0,0,0,1
982,Good,24,3021,2,2,24,1,1,1,1,1,0,0,0,1,0,0
983,Good,10,1364,2,4,64,1,1,0,1,0,0,0,0,1,0,0
984,Good,12,625,4,1,26,1,1,1,1,0,1,0,0,1,0,0
985,Good,12,1200,4,4,23,1,1,0,1,1,0,0,0,1,0,0
986,Good,12,707,4,2,30,2,1,1,1,0,0,0,0,1,0,0
987,Good,24,2978,4,4,32,2,2,0,1,0,0,0,0,0,1,0
988,Good,15,4657,3,2,30,1,1,0,1,0,0,0,0,1,0,0
989,Good,36,2613,4,2,27,2,1,1,1,0,0,0,0,0,0,0
990,Bad,48,10961,1,2,27,2,1,0,1,0,1,0,0,1,0,0
991,Bad,12,7865,4,4,53,1,1,0,1,1,0,0,0,1,0,0
992,Bad,9,1478,4,2,22,1,1,1,1,0,0,0,0,1,0,0
993,Good,24,3149,4,1,22,1,1,1,1,1,0,0,0,1,0,0
994,Bad,36,4210,4,2,26,1,1,1,1,0,0,1,0,1,0,0
995,Good,9,2507,2,4,51,1,1,1,1,0,0,0,0,1,0,0
996,Good,12,2141,3,1,35,1,1,1,1,0,0,0,0,1,0,0
997,Good,18,866,4,2,25,1,1,1,1,0,1,0,0,1,0,0
998,Good,4,1544,2,1,42,3,2,1,1,0,0,0,0,0,0,1
999,Bad,24,1823,4,2,30,1,2,1,1,1,0,0,0,1,0,0
1000,Good,30,2522,1,3,39,1,2,1,1,1,0,0,0,1,0,0
1001,Bad,24,915,4,2,29,1,1,1,1,1,0,0,0,1,0,0
1002,Good,6,1595,3,2,51,1,2,1,1,0,0,0,0,1,0,0
1003,Bad,48,4605,3,4,24,2,2,1,1,1,0,0,0,0,0,0
1004,Good,12,1185,3,2,27,2,1,1,1,0,0,0,0,0,0,1
1005,Good,12,3447,4,3,35,1,2,1,1,0,0,0,1,0,0,0
1006,Good,24,1258,4,1,25,1,1,0,1,0,0,0,0,1,0,0
1007,Good,12,717,4,4,52,3,1,1,1,0,0,0,0,0,0,1
1008,Good,6,1204,4,1,35,1,1,1,0,0,0,0,0,0,0,0
1009,Good,24,1925,2,2,26,1,1,1,1,0,0,1,0,1,0,0
1010,Bad,18,433,3,4,22,1,1,1,1,0,0,0,0,1,0,0
1011,Good,6,666,3,4,39,2,1,0,1,1,0,0,0,0,0,1
1012,Good,12,2251,1,2,46,1,1,1,1,0,0,1,0,1,0,0
1013,Bad,30,2150,4,2,24,1,1,1,1,0,1,0,0,1,0,0
1014,Good,9,2030,2,1,24,1,1,0,1,0,1,0,0,1,0,0
1015,Bad,12,2149,4,1,29,1,1,1,1,1,0,0,1,0,0,0
1016,Good,15,3812,1,4,23,1,1,0,1,0,0,0,0,1,0,0
1017,Good,11,1154,4,4,57,3,1,1,1,0,0,0,0,0,0,1
1018,Good,24,1603,4,4,55,1,1,1,1,1,0,0,0,1,0,0
1019,Good,18,5302,2,4,36,3,1,0,1,1,0,0,0,0,0,1
1020,Good,10,1231,3,4,32,2,2,1,0,0,0,0,0,0,0,1
1021,Bad,15,802,4,3,37,1,2,1,1,0,1,0,0,1,0,0
1022,Good,36,6304,4,4,36,2,1,1,1,0,0,0,0,0,0,1
1023,Bad,14,8978,1,4,45,1,1,0,0,1,0,0,0,1,0,0
1024,Good,24,999,4,2,25,2,1,1,1,0,0,0,0,1,0,0
1025,Good,18,2662,4,3,32,1,1,1,0,0,0,0,0,1,0,0
1026,Good,12,1402,3,4,37,1,1,0,1,0,0,0,0,0,0,1
1027,Good,48,12169,4,4,36,1,1,0,1,0,1,0,1,0,0,0
1028,Bad,48,3060,4,4,28,2,1,1,1,0,1,0,0,1,0,0
1029,Bad,30,11998,1,1,34,1,1,0,1,1,0,0,0,1,0,0
1030,Good,18,2404,2,2,26,2,1,1,1,0,0,0,0,0,0,1
1031,Good,12,1262,2,4,49,1,1,0,1,1,0,0,0,1,0,0
1032,Bad,6,4611,1,4,32,1,1,1,1,0,0,0,0,1,0,0
1033,Good,24,1901,4,4,29,1,1,0,1,0,0,0,0,1,0,0
1034,Good,15,3368,3,4,23,2,1,0,1,0,0,0,0,0,0,1
1035,Good,18,1445,4,4,49,1,1,1,1,0,0,1,1,0,0,0
1036,Good,15,1520,4,4,63,1,1,1,1,0,0,0,0,0,0,1
1037,Good,24,3878,4,2,37,1,1,0,1,0,1,0,0,0,0,1
1038,Good,47,10722,1,1,35,1,1,0,1,1,0,0,0,1,0,0
1039,Good,48,7582,2,4,31,1,1,0,1,0,1,0,0,0,1,0
1040,Bad,24,1024,4,4,48,1,1,1,1,1,0,0,0,0,1,0
1041,Good,12,1076,2,2,26,1,1,0,0,0,0,0,0,1,0,0
1042,Bad,36,9398,1,4,28,1,1,0,1,0,1,0,0,1,0,0
1043,Good,24,6419,2,4,44,2,2,0,1,1,0,0,0,0,0,1
1044,Good,42,4796,4,4,56,1,1,1,1,0,0,1,0,0,0,1
1045,Bad,48,9960,1,2,26,1,1,0,1,0,1,0,0,1,0,0
1046,Good,12,4675,1,4,20,1,1,1,1,0,0,0,0,1,0,0
1047,Good,10,1287,4,2,45,1,1,1,0,0,0,0,0,1,0,0
1048,Good,18,2515,3,4,43,1,1,0,1,0,0,0,0,1,0,0
1049,Good,21,2745,3,2,32,2,1,0,1,0,1,0,0,0,0,1
1050,Good,6,672,1,4,54,1,1,0,1,0,0,0,0,1,0,0
1051,Bad,36,3804,4,1,42,1,1,0,1,0,1,0,0,0,0,0
1052,Bad,24,1344,4,2,37,2,2,1,1,0,0,1,0,0,0,1
1053,Good,6,1543,4,2,33,1,1,1,1,0,0,0,0,1,0,0
1054,Good,30,4811,2,4,24,1,1,1,1,0,0,0,0,1,0,0
1055,Bad,8,1237,3,4,24,1,1,1,1,0,1,0,0,1,0,0
1056,Good,9,276,4,4,22,1,1,1,1,0,1,0,0,1,0,0
1057,Good,24,5511,4,1,25,1,1,1,1,0,0,0,0,1,0,0
1058,Good,24,3749,2,4,26,1,1,1,1,0,0,1,0,1,0,0
1059,Bad,12,685,2,3,25,1,1,1,1,0,1,0,0,1,0,0
1060,Good,4,1494,1,2,29,1,2,1,0,0,0,1,0,1,0,0
1061,Good,12,708,2,3,38,1,2,1,1,1,0,0,0,1,0,0
1062,Good,24,4351,1,4,48,1,1,0,1,0,1,0,0,1,0,0
1063,Good,12,701,4,2,32,2,1,1,1,0,0,0,0,0,0,1
1064,Bad,24,1938,4,3,32,1,1,1,1,1,0,0,0,1,0,0
1065,Good,24,2910,2,1,34,1,1,0,1,1,0,0,0,1,0,0
1066,Good,18,1028,4,3,36,2,1,1,1,0,0,0,0,0,0,1
1067,Good,8,3398,1,4,39,2,1,1,0,1,0,0,0,0,0,1
1068,Good,12,5801,2,4,49,1,1,0,1,0,0,0,0,0,0,1
1069,Good,24,1525,4,3,34,1,2,0,1,0,0,0,0,1,0,0
1070,Good,36,4473,4,2,31,1,1,1,1,0,0,1,0,1,0,0
1071,Good,6,1068,4,4,28,1,2,1,1,0,1,0,0,1,0,0
1072,Bad,60,7408,4,2,24,1,1,1,1,0,1,0,0,1,0,0
1073,Bad,48,11590,2,4,24,2,1,1,1,0,0,0,0,0,0,1
1074,Bad,24,4110,3,4,23,2,2,1,1,1,0,0,0,0,0,0
1075,Bad,6,3384,1,4,44,1,1,0,1,1,0,0,0,0,0,1
1076,Good,13,2101,2,4,23,1,1,1,1,0,1,0,0,1,0,0
1077,Bad,15,1275,4,2,24,1,1,1,1,1,0,0,0,1,0,0
